Author_Year,AMS_Lab,Accession_No,IntChron_ID,Tree_Series,Latitude,Longitude,Site_Location,Country,Event,Species,EW_LW_WW,Extraction_Method,Holocellulose_Alphacellulose,Dating Method,Dated_Year,Age_Corrected_D14C,Age_Corrected_D14C_Error,Fraction_Modern,Fraction_Modern_Error,Calibrated_Age,Calibrated_Age_Error,d13C,Data_Quality,Source,Notes,QC MJ,QC GS
Bard_23,CEREGE,11833.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11834.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11835.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11836.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11837.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11839.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11840.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11841.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11842.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11843.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11844.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11845.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11846.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11847.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11855.1.1,NaN,DR313,44.53269444,5.870361111,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11723.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11724.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11725.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11726.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11727.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11728.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11729.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11730.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11731.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11732.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11733.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11734.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11735.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11736.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11738.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11739.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11740.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11741.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11742.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11747.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11749.1.1,NaN,DRouz10,44.53294143,5.868521824,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11605.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11372.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11606.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11607.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11608.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11609.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11610.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11611.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11612.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11613.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11614.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11615.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11616.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11617.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11618.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11619.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11620.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11621.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
Bard_23,CEREGE,11622.1.1,NaN,DR43,44.53267837,5.870371314,Drouzet River,France,NaN,Pinus silvestris,WW,Acid-Base-Acid-Bleach,Holocellulose,Wiggle Match,Floating ,,,,,,,,,https://doi.org/10.1098/rsta.2022.0206,,,
